"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not","YOUTH","english_ablitity_speak","english_ablitity_reading","Gender","Background_Asian"
"803",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1943,1979,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Female","Hmong"
"804",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1961,1988,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"805",1,0,0,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1964,1992,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"806",1,0,0,1,0,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1964,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Hmong"
"807",1,0,1,1,0,"I will not vote this year","Not at all","Not at all Interested","(1) Yes",1960,1981,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"808",1,0,0,1,0,"My chances of voting are 50-50","Not too often","Interested","(2) No",1954,1996,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(1) Not at all","Male","Hmong"
"809",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1977,1984,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"810",0,1,0,1,0,NA,"Not at all","Not at all Interested","(1) Yes",1982,2003,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"811",0,1,0,1,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(1) Yes",1982,1986,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"812",0,0,1,1,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(2) No",1936,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"813",0,0,0,1,0,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1981,1992,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Hmong"
"814",1,0,0,1,0,"My chances of voting are 50-50","Not at all","Very Interested","(2) No",1965,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Hmong"
"815",1,0,1,1,0,"My chances of voting are 50-50","Not at all","Somewhat Interested","(1) Yes",1973,1980,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"816",0,0,0,1,0,"My chances of voting are less than 50-50","Not at all","Interested","(2) No",1960,1990,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"817",0,0,0,1,0,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(2) No",1966,1989,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"818",1,1,NA,0,0,"My chances of voting are 50-50","Not at all","Interested","(2) No",1995,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"819",0,0,0,1,0,NA,"Not at all",NA,"(2) No",1945,2005,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"820",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1960,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"821",1,1,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1981,1987,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"822",0,0,0,1,0,"My chances of voting are 50-50","Not too often","Interested","(2) No",1990,2005,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"823",0,1,0,1,1,"I am pretty likely to vote","Somewhat often","Interested","(1) Yes",1986,2004,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(1) Not at all","(1) Not at all","Female","Hmong"
"824",1,1,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1994,2004,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"825",1,1,NA,0,1,"I am pretty likely to vote","Not at all","Not at all Interested","(2) No",1991,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"826",1,0,0,1,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(2) No",1967,1987,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"827",0,1,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1986,1990,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"828",0,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1990,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"829",0,1,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1988,2006,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Female","Hmong"
"830",1,1,NA,0,0,"My chances of voting are 50-50","Not at all","Somewhat Interested","(1) Yes",1986,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"831",0,0,0,1,0,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1952,2004,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"832",1,0,0,1,0,"My chances of voting are 50-50","Somewhat often","Interested","(2) No",1961,1995,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Hmong"
"833",1,0,0,1,0,"My chances of voting are less than 50-50","Not at all","Not at all Interested","(1) Yes",1967,1990,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"834",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1970,2004,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"835",1,0,1,1,1,"I am pretty likely to vote","Not at all","Not at all Interested","(2) No",1940,1979,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"836",0,0,1,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1956,1980,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"837",0,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1973,2006,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"838",0,0,1,1,0,"My chances of voting are less than 50-50","Not too often","Somewhat Interested","(2) No",1960,1980,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"839",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Interested","(1) Yes",1953,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"840",1,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1957,2005,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"841",1,1,NA,0,1,"My chances of voting are 50-50","Somewhat often","Very Interested","(2) No",1989,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"842",0,0,0,1,0,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1955,1994,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"843",0,0,1,1,1,"I am pretty likely to vote","Not at all","Somewhat Interested","(2) No",1950,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"844",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(2) No",1957,1976,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"845",1,0,0,1,0,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1948,1990,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"846",1,1,NA,0,0,"I will not vote this year","Not too often","Somewhat Interested","(1) Yes",1998,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"847",1,0,0,1,1,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1970,1998,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"848",0,1,0,1,1,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1987,1989,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"849",0,0,1,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1955,1985,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"850",0,1,NA,0,1,"I am pretty likely to vote","Somewhat often","Not at all Interested","(1) Yes",1992,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"851",0,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1955,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"852",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1967,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Hmong"
"853",0,0,1,1,0,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(1) Yes",1959,1984,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"854",0,0,0,1,0,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(2) No",1960,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"855",0,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1994,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"856",0,0,0,1,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(2) No",1948,1990,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"857",1,1,0,1,0,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(2) No",1988,2004,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"858",0,0,0,1,0,"I am pretty likely to vote","Not at all","Somewhat Interested","(1) Yes",1969,1991,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"859",1,1,NA,0,1,"I will not vote this year","Somewhat often","Somewhat Interested","(1) Yes",1992,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"860",1,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1955,1987,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"861",0,0,0,1,1,"I am pretty likely to vote","Not at all","Interested","(2) No",1965,1989,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"862",1,0,1,1,1,"I am pretty likely to vote","Not too often","Interested","(2) No",1957,1981,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Hmong"
"863",1,1,0,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1993,1993,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"864",0,0,0,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1958,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"865",0,1,0,1,1,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(2) No",1997,2005,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(2) Just a little","Female","Hmong"
"866",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1952,1987,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"867",1,0,0,1,0,"My chances of voting are less than 50-50","Not too often","Interested","(2) No",1938,1989,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"868",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1953,1992,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"869",1,0,1,1,0,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1970,1980,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"870",0,0,0,1,0,"I will not vote this year","Not at all","Interested","(2) No",1968,1993,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"871",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1945,1979,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"872",0,1,NA,0,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1994,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"873",1,1,NA,0,0,"I will not vote this year","Not too often","Not at all Interested","(1) Yes",1996,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"874",0,1,NA,0,1,"My chances of voting are 50-50","Not too often","Not at all Interested","(1) Yes",1994,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"875",0,0,1,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1947,1979,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"876",1,0,0,1,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1976,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"877",0,0,NA,0,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1942,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Indian"
"878",1,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1978,2006,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"879",0,1,NA,0,0,"My chances of voting are 50-50","Somewhat often","Somewhat Interested","(1) Yes",1994,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Hmong"
"880",1,1,0,1,0,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1984,1989,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"881",1,0,0,1,0,"I will not vote this year","Not at all","Interested","(2) No",1960,1989,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Male","Hmong"
"882",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1945,1989,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Indian"
"883",1,1,NA,0,1,"I will not vote this year","Not too often","Not at all Interested","(2) No",1993,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Hmong"
"884",0,0,0,1,1,"My chances of voting are less than 50-50","Not at all","Not at all Interested","(2) No",1944,1987,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"885",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1958,1986,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"886",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(1) Yes",1965,1983,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"887",1,0,NA,0,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1937,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Japanese"
"888",0,0,0,1,1,"I am pretty likely to vote","Not at all","Interested","(2) No",1967,1995,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Hmong"
"889",1,0,1,1,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(1) Yes",1960,1981,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
"890",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1969,2004,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Hmong"
