"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not"
"747",1,0,NA,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(1) Yes",1942,NA,"(14) filipino","(1) Citizen","Not Registered","Native Born Citizen"
"748",1,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1982,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"749",1,1,NA,0,0,"I am pretty likely to vote","Not too often","(4) Very interested","(2) No",1996,NA,"(11) asnindian","(1) Citizen","Not Registered","Native Born Citizen"
"750",0,1,NA,0,NA,NA,"Not at all","(1) Not at all interested","(2) No",1961,NA,"(14) filipino","(0) Not a citizen",NA,"Foreign Born Citizen"
"751",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(2) No",1940,1971,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"752",1,1,NA,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested","(1) Yes",1991,NA,"(02) NHPI","(1) Citizen","Yes, Registered","Native Born Citizen"
"753",0,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1981,1988,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"754",1,0,1,0,0,"My chances of voting are 50-50","Not at all","(4) Very interested","(2) No",1953,1975,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"755",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1956,1965,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"756",0,0,0,0,NA,NA,"Very often","(3) Interested","(2) No",1955,2005,"(14) filipino","(0) Not a citizen",NA,"Foreign Born Citizen"
"757",0,0,0,0,NA,NA,"Not at all","(1) Not at all interested","(1) Yes",1973,1999,"(14) filipino","(0) Not a citizen",NA,"Foreign Born Citizen"
"758",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(1) Not at all interested","(1) Yes",1981,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"759",1,0,NA,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1997,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"760",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1962,1975,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"761",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1947,1988,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"762",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1973,1977,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"763",0,0,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1958,1983,"(14) filipino","(1) Citizen","Not Registered","Foreign Born Citizen"
"764",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1953,1975,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"765",1,0,0,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1967,2002,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"766",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(2) No",1956,1996,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"767",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1938,1975,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"768",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(2) No",1957,1995,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"769",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1952,1975,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"770",1,1,NA,0,0,"I am pretty likely to vote","Not too often","(1) Not at all interested","(1) Yes",1996,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"771",0,1,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1994,1998,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"772",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1950,2002,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"773",0,1,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1982,1992,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"774",0,0,0,0,0,"I will not vote this year","Somewhat often","(2) Somewhat interested","(2) No",1965,1988,"(14) filipino","(1) Citizen","Not Registered","Foreign Born Citizen"
"775",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1938,1972,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"776",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1947,2003,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"777",0,0,0,0,NA,NA,"Very often","(1) Not at all interested","(1) Yes",1948,1994,"(14) filipino","(0) Not a citizen",NA,"Foreign Born Citizen"
"778",0,0,0,0,0,"I am pretty likely to vote","Very often","(4) Very interested","(2) No",1952,1994,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"779",1,1,0,0,NA,NA,"Not too often","(2) Somewhat interested","(1) Yes",1996,2013,"(14) filipino","(0) Not a citizen",NA,"Foreign Born Citizen"
"780",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1938,1981,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"781",1,0,0,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(2) No",1979,1997,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"782",1,1,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1983,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"783",0,0,1,0,0,NA,"Not at all",NA,"(2) No",1936,1964,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"784",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1959,1985,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"785",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1991,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"786",0,1,0,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1993,2008,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"787",1,0,0,0,0,"I will not vote this year",NA,"(4) Very interested","(1) Yes",1972,1996,"(14) filipino","(1) Citizen","Not Registered","Foreign Born Citizen"
"788",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1966,1985,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"789",1,1,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1990,1995,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"790",1,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1986,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"791",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1989,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"792",0,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1983,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"793",0,1,NA,0,0,"My chances of voting are less than 50-50","Not at all","(2) Somewhat interested","(1) Yes",1991,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"794",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1992,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"795",1,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1982,2002,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"796",1,1,NA,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(2) No",1992,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"797",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1986,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"798",1,1,NA,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1992,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"799",0,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1984,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"800",0,1,NA,0,0,"I will not vote this year","Not too often","(1) Not at all interested","(2) No",1990,NA,"(14) filipino","(1) Citizen","Not Registered","Native Born Citizen"
"801",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1987,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"802",0,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1987,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"803",1,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1989,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"804",0,1,NA,0,0,"I am absolutely certain I will vote","Very often","(1) Not at all interested","(1) Yes",1984,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"805",0,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1990,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"806",0,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1988,2008,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"807",0,0,NA,0,0,"My chances of voting are 50-50","Not too often","(4) Very interested","(2) No",1982,NA,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"808",0,0,1,0,0,NA,"Not at all","(4) Very interested",NA,1952,1978,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"809",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1941,1976,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"810",1,1,0,0,0,"My chances of voting are 50-50","Not at all","(1) Not at all interested","(2) No",1995,2007,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"811",1,0,0,0,0,"I will not vote this year","Somewhat often","(3) Interested","(2) No",1965,1987,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"812",0,0,1,0,0,"My chances of voting are 50-50","Somewhat often","(3) Interested","(2) No",1943,1979,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"813",0,0,1,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested",NA,1957,1979,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"814",0,0,0,0,0,"I am pretty likely to vote",NA,"(4) Very interested","(2) No",1954,1986,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"815",0,0,0,0,0,"I am pretty likely to vote","Not at all",NA,NA,1957,2004,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"816",1,1,NA,0,0,"My chances of voting are less than 50-50","Not too often","(1) Not at all interested","(1) Yes",1994,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen"
"817",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1951,1976,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"818",0,0,0,0,0,NA,NA,"(2) Somewhat interested",NA,1958,1989,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"819",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1992,NA,"(15) hmong","(1) Citizen","Not Registered","Native Born Citizen"
"820",0,0,1,0,0,"I will not vote this year","Not too often","(1) Not at all interested","(1) Yes",1972,1978,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"821",0,0,1,0,0,"I will not vote this year","Not at all",NA,NA,1950,1978,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"822",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1955,1990,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"823",0,1,NA,0,0,"I am pretty likely to vote","Not too often","(1) Not at all interested","(1) Yes",1993,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen"
"824",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1957,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"825",0,1,NA,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1989,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen"
"826",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1933,1964,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"827",0,0,0,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1973,1988,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"828",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1972,1975,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"829",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1951,1971,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"830",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1976,NA,"(15) hmong","(1) Citizen","Yes, Registered","Native Born Citizen"
"831",1,0,1,0,0,"I will not vote this year",NA,NA,NA,1945,1980,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"832",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(2) No",1946,1980,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"833",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1973,1985,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"834",0,0,0,0,0,"I am pretty likely to vote","Not too often",NA,"(2) No",1953,2005,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"835",1,0,0,0,0,"I am pretty likely to vote","Not at all","(3) Interested","(2) No",1948,1987,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"836",1,0,1,0,0,"I am pretty likely to vote","Not at all","(1) Not at all interested","(2) No",1955,1982,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"837",0,0,0,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1959,2004,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"838",0,0,0,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(2) No",1966,1990,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"839",0,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1944,1976,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"840",0,0,0,0,NA,NA,"Not too often","(2) Somewhat interested",NA,1978,2007,"(15) hmong","(0) Not a citizen",NA,"Foreign Born Citizen"
"841",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1947,1976,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"842",0,0,0,0,NA,NA,NA,"(3) Interested",NA,1975,1998,"(15) hmong","(0) Not a citizen",NA,"Foreign Born Citizen"
"843",0,0,0,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(1) Yes",1958,1989,"(15) hmong","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"844",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1966,1987,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"845",0,0,0,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1953,2004,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"846",0,0,0,0,0,"My chances of voting are less than 50-50","Not at all","(1) Not at all interested","(2) No",1969,1989,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
"847",1,0,1,0,0,"My chances of voting are 50-50","Not at all","(1) Not at all interested","(2) No",1960,1980,"(15) hmong","(1) Citizen","Not Registered","Foreign Born Citizen"
